wavelength_1,wavelength_2,wavelength_3,wavelength_4,wavelength_5,wavelength_6,wavelength_7,wavelength_8,wavelength_9,wavelength_10,class
1.2277418519453123,-0.4294521920438464,1.0138037275221845,2.4592859965004568,-0.1743639686655567,1.021798941344054,2.4678351327739025,1.2277280892269515,-1.8663031226055462,1.8863564872322378,2
1.280204648466802,-1.9178692583330776,0.19492678929975638,-2.87772527677578,-0.7068246028107743,0.32423101477782723,-2.4492906380528288,1.8223564176418225,-2.1841318196092017,-0.22326759874286162,3
2.4475169217497754,-1.2424677699536704,0.9828169250589057,-0.4336416331250539,-0.9545670218570752,-1.047395475324061,-1.0659103498548264,2.0612883703464573,-0.04217176019055713,-1.600003759284232,1
1.1419157290498672,0.40013867974611705,-0.060532707004211664,-2.0221559610738824,1.8406381418054476,-0.3343251059522223,-1.2275959227136497,-0.45156103883322696,-2.6042937929864216,1.3858973384615534,3
1.7203347328236316,-0.8453231882771642,0.7996404379827413,0.6900028574991142,-1.88870628769932,-1.8781622734286358,-0.37555554339231106,2.742712578219701,0.9020852192967093,-3.071350164853689,1
1.0551116683288746,-0.6762701712889783,-0.3108068108844667,1.5479324289332994,1.0907889285537302,2.1872160174094333,0.049404794043872546,0.15108098422282806,-1.0655653052670302,2.3193415707686325,2
0.5026939149829313,-1.2023504461309518,-0.19104625363504635,-0.2051000709922679,0.40234152506230547,0.19792196353689584,0.013073105987142591,2.6891232498928095,0.920102954775882,-1.9534297640960796,1
1.0924233044424936,1.2468486755933075,0.3302891503115405,2.500899795906438,-2.559955698031965,2.0778384026684584,0.9756693855046823,0.16128600960817518,-1.3050679601350916,-0.6437724709546195,2
0.7621962649907092,-0.6595788979553883,2.393182765112498,0.4728363348147555,-1.2186779002250803,-1.6600751086184635,1.0004853452695506,2.01434146166047,0.028706725961209045,-0.7950425763775991,1
0.82810524828212,0.6774570996602275,-0.33593790445586036,0.6085939934946634,-0.33231874707437836,-0.2075790498388841,1.1847425943310872,0.721348632253932,-1.3917152800281332,1.1092093102711265,2
-0.6843430431163346,-0.7118332136380208,0.02340067289472253,0.13397887087081273,-0.10149630560822986,1.659986755107773,2.774808218477041,0.6348711729058816,-1.1392783459478297,1.269350527880106,2
-2.6337505216433916,-1.6144370976803926,-1.652539608277097,0.8403460240810303,0.13911647998704868,-1.491803954350429,-0.6870042698490897,-0.1558792299626146,0.32021548057653293,1.8051653414072935,0
1.772900099871268,-1.9260789242618737,2.318083031307081,-0.410744509703878,0.17667279646837775,1.0321375607760515,-0.9054530975632119,1.1192926223980133,0.658118294815889,-1.8117856636071545,1
-0.5687952782379115,-0.9481284946611074,-0.14701499335512302,1.4646989837235844,-1.3296085315656958,0.39161633998361234,-0.6981700647687606,1.3635288357951096,1.3719841470979177,-2.53917432592491,1
-0.48751937174022053,-0.28078046794874756,-3.320253052779351,-1.4382622298719516,0.5913602390165947,-1.011528424906731,-1.8892432110219284,-0.3076578054273589,-0.30066576832159,1.3502169819537053,0
0.9815205492799561,0.055260318624313964,-0.3139095321569988,1.1685098372534353,0.3528618793564605,0.5415844802668667,2.7543968284112674,0.9341262809858302,-2.5881322338732424,2.000350052280103,2
-0.24365397129324184,0.4958967128697903,1.524710768428896,0.11557382174072117,1.023165535302101,1.6687168252297329,1.7106824772610012,2.35708634272799,-1.6422168526734646,0.5900602792887837,2
